name,description,brand,size_by_ml,six,type,old_price,price
flora gorgeous gardenia,"flora gorgeous gardenia by gucci for women - eau de toilette, 100ml",gucci ,100,women,toilette,506.00 SAR,190.32
gucci guilty eau pour homme,"gucci guilty eau pour homme by gucci for men - eau de toilette, 90 ml",gucci ,90,men,toilette,441.00 SAR,186.34
contradiction,"contradiction by calvin klein for men - eau de toilette, 100ml",calvin klein ,100,men,toilette,260.00 SAR,109.47
maison lancome lautre oud,"maison lancome lautre oud by lancome unisex perfume - eau de parfum, 75ml","lancome unisex perfume - eau de parfum, 75ml",75,unisex,parfum,525.00 SAR,253.97
intense oud,"intense oud by gucci for unisex - eau de parfum, 90ml",gucci ,90,unisex,parfum,693.00 SAR,323.58
icon elite,"icon elite by alfred dunhill for men - eau de parfum, 100ml",alfred dunhill ,100,men,parfum,272.00 SAR,141.14
invictus,"invictus by paco rabanne for men - eau de toilette, 50ml",paco rabanne ,50,men,toilette,234.00 SAR,229.00
ch men prive,"ch men prive by carolina herrera for men - eau de toilette, 50ml",carolina herrera ,50,men,toilette,185.00,185.00
coco noir,"coco noir by chanel for women - eau de parfum, 100 ml",chanel ,100,women,parfum,867.00 SAR,637.17
echo,"echo by davidoff for women - eau de parfum, 100ml",davidoff ,100,women,parfum,326.00 SAR,182.56
la nuit tresor,"la nuit tresor by lancome for women - eau de parfum, 50ml",lancome ,50,women,parfum,281.93,281.93
dolce,"dolce by dolce & gabbana for women - eau de parfum, 75ml",dolce & gabbana ,75,women,parfum,336.00 SAR,237.89
edition,"edition by dunhill for men - eau de toilette, 100ml",dunhill ,100,men,toilette,162.00 SAR,102.92
happy,"happy by clinique for women - eau de parfum, 100ml",clinique ,100,women,parfum,304.00 SAR,123.97
bottled,"bottled by hugo boss for men - eau de toilette, 100ml",hugo boss ,100,men,toilette,129.99,129.99
eau sauvage,"eau sauvage by dior for men - eau de toilette, 200ml",dior ,200,men,toilette,749.10,749.10
mr. burberry,"mr. burberry by burberry for men - eau de toilette, 150ml",burberry ,150,men,toilette,440.00 SAR,181.74
homme,"homme by christian dior for men - eau de parfum, 75ml",christian dior ,75,men,parfum,729.75 SAR,443.00
cedrat boise,"cedrat boise by mancera for men & women - eau de parfum, 120ml",mancera ,120,unisex,parfum,429.00 SAR,207.60
coco mademoiselle,"coco mademoiselle by chanel for women - eau de parfum, 100ml",chanel ,100,women,parfum,704.00 SAR,548.99
hugo boss number one,"hugo boss number one for men - eau de toilette, 50ml",na,50,men,toilette,143.10,143.10
boss the scent for her,"boss the scent for her by hugo boss for women - eau de parfum, 100 ml",hugo boss ,100,women,parfum,431.00 SAR,181.00
omnia crystalline,"omnia crystalline by bvlgari for women - eau de toilette, 65ml",bvlgari ,65,women,toilette,315.00 SAR,143.99
sacrifice,"sacrifice by ajmal for women - eau de parfum, 50 ml",ajmal ,50,women,parfum,131.25 SAR,73.37
montale boise fruite,"montale boise fruite for men and women- eau de parfum, 100ml",na,100,unisex,parfum,264.94,264.94
pleasures,"pleasures by estee lauder for women - eau de parfum, 100ml",estee lauder ,100,women,parfum,472.00 SAR,172.64
black opium,"black opium by yves saint laurent for women - eau de parfum, 50ml",yves saint laurent ,50,women,parfum,536.00 SAR,318.00
just cavalli,"just cavalli by roberto cavalli for women - eau de toilette, 75ml",roberto cavalli ,75,women,toilette,263.00 SAR,113.43
man white,"man white by bvlgari for men - eau de toilette, 100ml",bvlgari ,100,men,toilette,357.00 SAR,172.76
the beat,"the beat by burberry for women - eau de parfum, 75ml",burberry ,75,women,parfum,212.00 SAR,158.78
rumba,"rumba by ted lapidus for women - eau de toilette, 100 ml",ted lapidus ,100,women,toilette,136.00 SAR,50.85
leather blend,"leather blend by davidoff for unisex - eau de parfum, 100ml",davidoff ,100,unisex,parfum,405.00 SAR,188.98
bvlgari goldea the roman night 50 ml edp,bvlgari goldea the roman night 50 ml edp,na,50,na,na,199.73,199.73
black aoud montale paris,"black aoud montale paris for men - eau de parfum, 100ml",na,100,men,parfum,389.00 SAR,207.84
noa,"noa by cacharel for women - eau de toilette, 100ml",cacharel ,100,women,toilette,224.00 SAR,132.93
wanted,"wanted by azzaro for men - eau de toilette, 100 ml",azzaro ,100,men,toilette,305.00 SAR,147.98
gucci guilty black pour homme,"gucci guilty black pour homme by gucci for men - eau de toilette, 90ml",gucci ,90,men,toilette,244.00 SAR,183.12
flora 1966,"flora 1966 by gucci for women - eau de parfum, 100ml",gucci ,100,women,parfum,929.00 SAR,518.48
armani code,"armani code by giorgio armani for men - eau de toilette, 75ml",giorgio armani ,75,men,toilette,499.00 SAR,292.47
burberry,"burberry by burberry for women - eau de parfum, 100ml",burberry ,100,women,parfum,212.00 SAR,135.98
jaguar performance,"jaguar performance by jaguar for men - eau de toilette, 100ml",jaguar ,100,men,toilette,93.95,93.95
1881,"1881 by cerruti for women - eau de toilette, 100ml",cerruti ,100,women,toilette,235.00 SAR,105.89
untold,"untold by elizabeth arden for women - eau de parfum, 100ml",elizabeth arden ,100,women,parfum,331.00 SAR,185.47
gucci premiere,"gucci premiere for women - eau de toilette, 75ml",na,75,women,toilette,370.00 SAR,160.99
versace woman,"versace woman by versace for women - eau de parfum, 100 ml",versace ,100,women,parfum,315.00 SAR,138.35
emotion,"emotion by al rasasi for women - eau de parfum , 50ml",al rasasi ,50,women,parfum,60.90 SAR,29.49
velvet orchid,"velvet orchid by tom ford for women - eau de parfum, 100 ml",tom ford ,100,women,parfum,893.00 SAR,428.51
pink sugar,"pink sugar by aquolina for women - eau de toilette, 100ml",aquolina ,100,women,toilette,142.00 SAR,56.78
chastity,"chastity by al rasasi for women - eau de parfum, 100ml",al rasasi ,100,women,parfum,68.00 SAR,33.06
narciso rodriguez,"narciso rodriguez for women - eau de parfum, 90ml",na,90,women,parfum,419.00 SAR,231.99
touch,"touch by burberry for men - eau de toilette, 100 ml",burberry ,100,men,toilette,384.00 SAR,143.63
chic,"chic by carolina herrera for men - eau de toilette, 100ml",carolina herrera ,100,men,toilette,336.00 SAR,132.99
ck in2u,"ck in2u by calvin klein for women - eau de toilette , 100ml",calvin klein ,100,women,toilette,221.00 SAR,78.72
style in play,"style in play by lacoste for men - eau de toilette, 125 ml",lacoste ,125,men,toilette,342.00 SAR,132.93
l'eau d'issey,"l'eau d'issey by issey miyake for men - eau de toilette, 75ml",issey miyake ,75,men,toilette,178.00 SAR,142.50
zino davidoff,"zino davidoff by davidoff for men - eau de toilette, 125 ml",davidoff ,125,men,toilette,167.00 SAR,64.54
eau de lacoste l.12.12 rouge,"eau de lacoste l.12.12 rouge by lacoste for men - eau de toilette , 100ml",lacoste ,100,men,toilette,273.00 SAR,112.82
la panthere,"la panthere by carteir for women - eau de parfum, 75ml",carteir ,75,women,parfum,651.00 SAR,201.30
hugo women,"hugo women by hugo boss for women - eau de parfum, 50ml",hugo boss ,50,women,parfum,175.00,175.00
parisienne,"parisienne by yves saint laurent for women - eau de parfum, 50 ml",yves saint laurent ,50,women,parfum,388.50 SAR,310.08
si,"si by armani for women - eau de parfum, 100 ml",armani ,100,women,parfum,440.00 SAR,329.97
herrera,"herrera by carolina herrera for men - eau de toilette, 100ml",carolina herrera ,100,men,toilette,242.00 SAR,137.84
kouros,"kouros by yves saint laurent for men - eau de toilette, 100ml",yves saint laurent ,100,men,toilette,536.00 SAR,239.96
dkny be delicious,"dkny be delicious for women - eau de parfum, 100ml",na,100,women,parfum,270.00 SAR,129.28
devin,"devin by aramis for men - eau de cologne, 100ml",aramis ,100,men,na,241.00 SAR,78.97
eaudemoiselle de,"eaudemoiselle de by givenchy for women - eau de parfum, 100 ml",givenchy ,100,women,parfum,598.50 SAR,205.00
premier jour,"premier jour by nina ricci for women - eau de parfum , 100ml",nina ricci ,100,women,parfum,244.00 SAR,129.69
miu miu,"miu miu by miu miu for women - eau de parfum, 100 ml",miu miu ,100,women,parfum,494.00 SAR,295.00
dior addict,"dior addict by christian dior for women - eau de parfum, 100 ml",christian dior ,100,women,parfum,714.00 SAR,388.97
mr,"mr by burberry for men - eau de parfum, 100ml",burberry ,100,men,parfum,336.00 SAR,174.88
noir extreme,"noir extreme by tom ford for men - eau de parfum, 100ml",tom ford ,100,men,parfum,661.00 SAR,385.34
hugo woman,"hugo woman by hugo boss for women - eau de parfum, 90ml",hugo boss ,90,women,parfum,231.00 SAR,126.09
oud malaki,"oud malaki by chopard for men - eau de parfum, 80ml",chopard ,80,men,parfum,510.00 SAR,231.80
sport,"sport by burberry for women - eau de toilette, 75 ml",burberry ,75,women,toilette,336.00 SAR,159.00
joop! jump,"joop! jump by joop for men - eau de toilette, 100ml",joop ,100,men,toilette,242.00 SAR,106.77
tresor,"tresor by lancome for women - eau de parfum, 100ml",lancome ,100,women,parfum,318.00,318.00
cartier declaration essence,"cartier declaration essence for men -eau de toilette, 100 ml",na,100,men,toilette,255.00 SAR,162.51
divine decadence,"divine decadence by marc jacobs for women - eau de parfum, 100 ml",marc jacobs ,100,women,parfum,549.00 SAR,218.37
lady million,"lady million by paco rabanne for women - eau de parfum, 80ml",paco rabanne ,80,women,parfum,293.00 SAR,212.00
dunhill pursuit alfred,"dunhill pursuit alfred by dunhill for men - eau de toilette, 75ml",dunhill ,75,men,toilette,140.00 SAR,107.66
light blue,"light blue by dolce & gabbana for men - eau de toilette, 125ml",dolce & gabbana ,125,men,toilette,449.00 SAR,210.00
dunhill pure,"dunhill pure for men -75ml, eau de toilette-",na,75,men,toilette,122.20,122.20
happy,"happy by clinique for men - eau de toilette, 100ml",clinique ,100,men,toilette,237.00 SAR,132.86
pasha de cartier edition noire,"pasha de cartier edition noire by cartier for men - eau de toilette, 100ml",cartier ,100,men,toilette,286.00 SAR,159.41
uomo,"uomo by valentino for men - eau de parfum, 100",valentino ,,men,parfum,441.00 SAR,284.28
chrome,"chrome by azzaro for men - eau de toilette, 100ml",azzaro ,100,men,toilette,144.00 SAR,127.00
roses musk,"roses musk by montale for women - eau de parfum, 100 ml",montale ,100,women,parfum,439.00 SAR,200.90
bleu de,"bleu de by chanel for men - eau de parfum, 100ml",chanel ,100,men,parfum,577.00 SAR,499.00
l'homme parfum intense,"l'homme parfum intense by yves saint laurent for men -eau de parfum, 100ml",yves saint laurent ,100,men,parfum,368.00 SAR,290.10
gentlemen only absolute,"gentlemen only absolute by givenchy for men - eau de parfum, 100 ml",givenchy ,100,men,parfum,441.00 SAR,332.84
jaguar classic amber,"jaguar classic amber for men - eau de toilette, 100ml",na,100,men,toilette,158.00 SAR,61.97
sheer beauty essence,"sheer beauty essence by calvin klein for women - eau de toilette, 100 ml",calvin klein ,100,women,toilette,420.00 SAR,120.00
g,"g by giorgio beverly hills for women - eau de parfum, 90ml",giorgio beverly hills ,90,women,parfum,174.00 SAR,63.99
echo,"echo by davidoff for men - eau de toilette, 100ml",davidoff ,100,men,toilette,326.00 SAR,153.68
touch of pink,"touch of pink by lacoste for women - eau de toilette, 90 ml",lacoste ,90,women,toilette,251.00 SAR,107.34
deep red,"deep red by hugo boss for women - eau de parfum, 90ml",hugo boss ,90,women,parfum,336.00 SAR,139.98
desire silver,"desire silver by dunhill for men, eau de toilette, 100ml",dunhill ,100,men,toilette,315.00 SAR,101.85
challenge,"challenge by lacoste for men - eau de toilette, 90ml",lacoste ,90,men,toilette,331.00 SAR,124.94
downtown,"downtown by calvin klein for women - eau de parfum, 50ml",calvin klein ,50,women,parfum,315.00 SAR,115.00
hot couture,"hot couture by givenchy for women - eau de parfum, 50ml",givenchy ,50,women,parfum,249.00 SAR,173.97
insense ultramarine,"insense ultramarine by givenchy for women - eau de toilette, 100 ml",givenchy ,100,women,toilette,400.00 SAR,164.89
armani code profumo,"armani code profumo by armani for men - eau de parfum, 110ml",armani ,110,men,parfum,587.00 SAR,289.84
chance eau vive,"chance eau vive by chanel for women - eau de toilette, 100ml",chanel ,100,women,toilette,552.00 SAR,438.00
jasmin noir,"jasmin noir by bvlgari for women - eau de parfum, 50ml",bvlgari ,50,women,parfum,315.00 SAR,245.00
chrome,"chrome by azzaro for men - eau de toilette, 200ml",azzaro ,200,men,toilette,429.00 SAR,208.98
reveal,"reveal by calvin klein for men - eau de toilette, 100ml",calvin klein ,100,men,toilette,263.00 SAR,129.93
51.3 n,"51.3 n by alfred dunhill for men - eau de toilette, 100ml",alfred dunhill ,100,men,toilette,142.00 SAR,89.58
estee lauder,"estee lauder by estee lauder for women - eau de parfum, 100ml",estee lauder ,100,women,parfum,583.00 SAR,215.20
valentino uomo,"valentino uomo by valentino for men - eau de toilette, 100 ml",valentino ,100,men,toilette,399.00 SAR,239.73
versense,"versense by versace for women - eau de toilette, 100 ml",versace ,100,women,toilette,404.00 SAR,201.37
la panthere legere,"la panthere legere by cartier for women - eau de parfum, 75ml",cartier ,75,women,parfum,399.00 SAR,199.83
tresor l'eau de parfum lumineuse,"tresor l'eau de parfum lumineuse by lancome for women - eau de parfum, 50ml",lancome ,50,women,parfum,289.99,289.99
missoni missoni,missoni missoni for women 100ml - eau de toilette,na,100,women,toilette,384.00 SAR,247.10
emblem absolu,"emblem absolu by mont blanc for men - eau de toilette, 100ml",mont blanc ,100,men,toilette,368.00 SAR,132.00
wild rose aoud,"wild rose aoud by mancera for unisex - eau de parfum, 120 ml",mancera ,120,unisex,parfum,489.00 SAR,227.85
eau de lacoste l.12.12 yellow jaune,"eau de lacoste l.12.12 yellow jaune by lacoste for men - eau de toilette, 100ml",lacoste ,100,men,toilette,408.00 SAR,118.31
narciso poudree,"narciso poudree by narciso rodriguez for women - eau de parfum, 90ml",narciso rodriguez ,90,women,parfum,524.00 SAR,279.97
blue,"blue by rasasi for men- eau de toilette, 100ml",rasasi ,100,men,toilette,87.00 SAR,34.99
pi,"pi by givenchy for men - eau de toilette, 100 ml",givenchy ,100,men,toilette,336.00 SAR,176.14
acqua di gio,"acqua di gio by giorgio armani for men - eau de toilette, 100ml",giorgio armani ,100,men,toilette,347.00 SAR,257.67
j`adore,"j`adore by christian dior for women - eau de parfum, 100 ml",christian dior ,100,women,parfum,570.00 SAR,398.70
dolce rosa excelsa,"dolce rosa excelsa by dolce & gabbana for women - eau de parfum, 75 ml",dolce & gabbana ,75,women,parfum,394.00 SAR,226.55
guilty pour homme,"guilty pour homme by gucci for men - eau de toilette, 90ml",gucci ,90,men,toilette,441.00 SAR,184.00
pour homme dylan blue,"pour homme dylan blue by versace for men - eau de toilette, 100 ml",versace ,100,men,toilette,378.00 SAR,188.90
black opium nuit blanche,"black opium nuit blanche by yves saint laurent for women - eau de parfum, 90 ml",yves saint laurent ,90,women,parfum,524.00 SAR,317.97
burberry,"burberry by burberry for men - eau de toilette, 100ml",burberry ,100,men,toilette,315.00 SAR,125.70
chance,"chance by chanel for women - eau de parfum, 100 ml",chanel ,100,women,parfum,683.00 SAR,494.00
eternity aqua,"eternity aqua by calvin klein for men - eau de toilette, 100ml",calvin klein ,100,men,toilette,315.00 SAR,124.97
lady emblem elixir,"lady emblem elixir by mont blanc for women - eau de parfum, 75ml",mont blanc ,75,women,parfum,291.00 SAR,142.80
boss orange,"boss orange by hugo boss for men - eau de toilette, 100ml",hugo boss ,100,men,toilette,389.00 SAR,112.97
private collection,"private collection by estee lauder for women - eau de parfum, 50ml",estee lauder ,50,women,parfum,461.00 SAR,176.64
green tea lotus,"green tea lotus by elizabeth arden for women - eau de toilette, 100ml",elizabeth arden ,100,women,toilette,95.00 SAR,64.14
si intense,"si intense by giorgio armani for women - eau de parfum, 100 ml",giorgio armani ,100,women,parfum,683.00 SAR,405.00
lanvin l'homme,"lanvin l'homme by lanvin for men - eau de toilette, 100ml",lanvin ,100,men,toilette,269.00 SAR,73.48
silver black,"silver black by azzaro for men - eau de toilette, 100 ml",azzaro ,100,men,toilette,300.00 SAR,89.00
in motion,"in motion by hugo boss for men - eau de toilette, 90ml",hugo boss ,90,men,toilette,315.00 SAR,137.97
live,"live by lacoste for men - eau de toilette, 100ml",lacoste ,100,men,toilette,373.00 SAR,115.00
s.t.dupont,"s.t.dupont by s.t.dupont for women - eau de parfum, 100 ml",s.t.dupont ,100,women,parfum,141.00 SAR,84.95
live luxe,"live luxe by jennifer lopez for women - eau de parfum, 100ml",jennifer lopez ,100,women,parfum,104.00 SAR,75.61
pour femme,"pour femme by lacoste for women - eau de parfum, 90ml",lacoste ,90,women,parfum,305.00 SAR,127.77
hot couture,"hot couture by givenchy for women - eau de parfum, 100ml",givenchy ,100,women,parfum,600.00 SAR,233.82
juicy couture dirty english,"juicy couture dirty english for men -100ml, eau de toillette-",na,100,men,na,252.00 SAR,117.98
bvlgari man black orient,"bvlgari man black orient by bvlgari for men - eau de parfum, 100ml",bvlgari ,100,men,parfum,410.00 SAR,235.00
gucci guilty black pour femme,"gucci guilty black pour femme by gucci for women - eau de toilette, 75ml",gucci ,75,women,toilette,473.00 SAR,194.74
miss dior,"miss dior by christian dior for women - eau de parfum, 100 ml",christian dior ,100,women,parfum,714.00 SAR,425.89
modern muse le rouge,"modern muse le rouge by estee lauder for women - eau de parfum, 100 ml",estee lauder ,100,women,parfum,441.00 SAR,223.00
lady emblem,"lady emblem by mont blanc for women- eau de parfum, 75ml",mont blanc ,75,women,parfum,252.00 SAR,130.33
pour homme,"pour homme by givenchy for men - eau de toilette, 100ml",givenchy ,100,men,toilette,263.00 SAR,145.48
amber blend,"amber blend by davidoff for unisex - eau de parfum, 100ml",davidoff ,100,unisex,parfum,320.00 SAR,181.00
velvet orchid,"velvet orchid by tom ford for women - eau de parfum, 50 ml",tom ford ,50,women,parfum,546.00 SAR,318.85
